accessContext,technicalComplexity,has_accepted_answer,date_created,technicalDomain,rootCauseCategory,summary,title,causedByOutdatedStack,isDocumentationGap,topic_id
rest_api,5,True,2024-10-01 05:48:48.516000+00:00,ingestion,conceptual_misunderstanding,"User asked about changing distance metric for a collection in Weaviate, received an explanation that it involves backing up data, deleting old schema, implementing new schema, and reimporting data due to computation involved; alternative method of migrating data between collections was suggested.",Changing Distance Metric for a Collection,False,False,4377
other,4,True,2025-02-05 20:29:41.517000+00:00,ingestion,bug_or_limit,"User asked if direct updates to property descriptions are possible post-collection creation, and while they're not currently supported, a potential solution involves creating a new collection and migrating old data; Mohamed Shahin suggests voting on the feature request to prioritize its implementation.",Update collection's properties,False,False,10021
local_rest_api,4,False,2025-03-22 23:21:40.208000+00:00,queries,performance,"The user is experiencing high query latency with Weaviate's vector search, tried various configurations and clusters, but was unable to resolve the issue. A support ticket has been created with the necessary information.",Help me fix this 500ms latency for vector search!,False,False,20218
rest_api,4,True,2024-09-05 20:56:24.671000+00:00,queries,conceptual_misunderstanding,"A developer questioned whether the cosine distance in Weaviate's documentation was correct, but after reviewing the code and unit tests, it was confirmed that the cosine distance is correctly implemented as 1 - dot(a,b) and cannot be negative.",Is the cosine distance bound in the docs correct?,False,False,3988
python_client,4,True,2024-12-02 06:33:36.967000+00:00,deployment,bug_or_limit,"Memory leak observed when connecting to Weaviate client, resolved by manually invoking garbage collector after closing the connection.",[Question] Memory Leak on Connexion using Python Lib,False,False,9039
cloud_console,3,True,2024-09-03 15:20:22.252000+00:00,deployment,bug_or_limit,"User reported the Docker Compose Configurator missing in the Install Guide, but it has since been restored.",Docker Compose Configurator Missing in Install Guide,False,False,3970
rest_api,4,False,2024-10-22 11:29:56.298000+00:00,queries,incorrect_usage,"The user, Bjellis, was struggling with a GraphQL query in Weaviate, specifically with the 'nearText' field. The response includes an error message indicating a syntax issue.",A little help with GraphQL please,False,False,5837
rest_api,5,False,2025-02-24 11:07:01.995000+00:00,deployment,bug_or_limit,"The user had an issue with setting up a multi-node Weaviate cluster on AWS EC2 using Docker containers, where all nodes displayed the same error message when attempting to join the cluster. The issue was resolved by recommending the use of Kubernetes instead of Docker Swarm due to known communication issues between nodes.",Replication setup on AWS EC2 with Docker container,False,False,10524
llm_framework,3,True,2024-07-23 14:10:59.522000+00:00,integration,performance,"A user asked about querying an existing Weaviate cluster efficiently without reprocessing documents every time, and another user provided a solution using the Langchain framework by instantiating the Weaviate VectorStore and specifying a vectorizer.",Querying the Exisitng Cluster in Weavaite,False,False,3132
other,4,False,2024-08-17 11:37:49.939000+00:00,server_setup,incorrect_configuration,The user had an issue with Verba ignoring their .env file despite trying different formats and permissions. DudaNogueira helped resolve the issue by pointing out that the file should be named '.env' instead of 'verba.env'.,Verba doesn't read my .env-file,False,False,3381
python_client,5,False,2024-03-21 11:41:20.262000+00:00,queries,bug_or_limit,"The error occurs because the client queries a multi-tenancy-enabled collection, but the referenced collection does not have multi-tenancy enabled.",Multi-tenant cross-reference,False,False,1784
python_client,4,False,2024-10-10 02:04:46.196000+00:00,queries,bug_or_limit,"A bug in Weaviate's Kubernetes deployment causes queries to return a default limit of 100 results instead of returning all objects when no explicit limit is specified. The issue is resolved by setting the QUERY_MAXIMUM_RESULTS environment variable to a higher value, such as 100000.",Determine if a query response was cut off,False,True,4518
rest_api,3,False,2025-01-30 06:25:21.898000+00:00,queries,incorrect_configuration,"The user was experiencing issues with exact search not working correctly due to default tokenization settings. To resolve this, the user needs to configure the 'doc_id' field with a specific tokenization setting to get the desired result.",Exact Query Filter,False,False,9961
python_client,3,True,2024-11-08 21:17:44.236000+00:00,ingestion,incorrect_configuration,The user encountered an error when using the BedrockEmbeddings class from langchain due to an invalid model identifier. This was resolved by passing the correct credentials and specifying the region name for the Cohere model.,AWS Bedrock invalid template issue,False,False,7515
rest_api,3,False,2024-11-25 15:25:29.593000+00:00,queries,bug_or_limit,"The Cohere Reranker stopped working in API, causing an error due to missing 'rerank' capability in ENABLE_MODULES. The problem was resolved by ensuring that 'rerank-cohere' is enabled in the modules.",Cohere Reranker not working in APi anymore,False,False,8161
python_client,2,False,2024-07-30 02:57:27.383000+00:00,ingestion,error_handling,"To resolve the 'Failed to send 1 objects in a batch of 1' error in Weaviate, check the content of client.batch.failed_objects for API keys, timeout, or other potential issues.",[Question] client.batch.failed_objects,True,False,3217
using the official Weaviate Python client library,4,False,2024-11-18 08:13:12.447000+00:00,deployment,performance,"The user experienced issues with async replication context deadline exceeded error while activating tenants in Weaviate, specifically caused by slow network speeds, and the issue was resolved in Weaviate versions 1.26.13 and 1.27.9.","Async_replication context deadline exceeded, unable to Activate Tenant",False,False,7622
python_client,4,False,2024-12-26 14:15:10.664000+00:00,ingestion,performance,"The user was experiencing issues with batch imports failing silently due to large chunk sizes, but found that they can check the failure status of batches by inspecting the `failed_objects` attribute within the Weaviate client or collection.",Batch import silently fails,False,False,9460
rest_api,4,False,2024-07-22 04:19:23.810000+00:00,ingestion,bug_or_limit,"The issue of Weaviate getting stuck during backup due to deleting objects instead of collections, persisting across versions 1.25.5 and 1.25.8. Deleting the objects results in tombstones triggering a new cycle, causing the backup to get stuck.",Weaviate not backing up for a long time,True,True,3116
cloud_console,3,False,2024-05-22 05:35:49.565000+00:00,deployment,conceptual_misunderstanding,"The Weaviate cloud cluster automatically backs up its content, but users cannot download these backups; however, they can create a new backup manually via the backup command and also restore from an older backup version.",Weaviate cloud backup to file system,False,False,2414
other,4,False,2024-11-26 05:15:48.287000+00:00,deployment,conceptual_misunderstanding,"The user asked about the `vectorCacheMaxObjects` mechanism in Weaviate, specifically regarding its effect on memory usage, caching, and performance. The response explained that `vectorCacheMaxObjects` controls memory usage but doesn't directly limit memory; instead, setting the `GOMEMLIMIT` environment variable can control the actual memory used by Weaviate.",[Question] About vectorCacheMaxObjects mechanism,False,False,8235
python_client,4,False,2024-07-31 22:03:53.210000+00:00,queries,performance,"The user experienced increased processing time when migrating from Weaviate v3 to v4 due to the lack of updates to the client version, which was addressed by updating the client to the latest version.",Increased processing time on Weaviate v3 to v4 migration,False,False,3235
other,3,False,2025-02-20 15:11:04.364000+00:00,ingestion,bug_or_limit,"User wants to add an indexing property to an existing schema in Weaviate, but learns it's not possible to modify existing schema configurations; a new collection should be created instead.",Adding indexing property to an existing schema,True,False,10478
rest_api,4,False,2025-03-17 16:22:23.853000+00:00,queries,bug_or_limit,"The user encountered a data type mismatch issue when using the 'ContainsAny' operator in a GraphQL query on a TEXT_ARRAY field, which was resolved by using the correct 'value' instead of 'valueTextArray' when passing the query.","Plain GQL query with ""containsAny"" operator not working",False,True,19943
python_client,4,False,2024-08-29 12:54:28.635000+00:00,ingestion,performance,The user experienced intermittent server-side 502 errors when inserting a large number of objects (> 1M) using a batch insert method due to a connection issue between the client and the Weaviate Cloud Serverless. The user has submitted a support ticket for further investigation.,Weaviate Cloud Serverless - Batch Insert 502 Server Side errors with v4 client,False,False,3909
python_client,5,True,2024-09-03 09:28:43.059000+00:00,ingestion,bug_or_limit,"You should check for failed objects after a batch fails by calling collection.batch.failed_objects outside of the batch context, and consider setting a higher timeout value for operations that exceed the deadline.",Batch insert logs 'Failed to send 1 objects in a batch of 1' but collection.batch.failed_objects is empty,False,False,3964
go_client,3,True,2024-10-04 13:52:01.653000+00:00,ingestion,bug_or_limit,"The user experienced an issue with Weaviate's object uploader not uploading certain objects to the database despite returning a successful response. The problem was solved by realizing the limit on GraphQL queries where no more than 100 objects could be retrieved at once, requiring the use of pagination via WithOffset(100).",BUG: Batcher doesn't upload the objects to the weaviate db,False,False,4421
rest_api,4,False,2024-09-22 03:25:54.970000+00:00,queries,bug_or_limit,"The user encountered issues while creating collections with a schema containing a vector data type, which is not supported by Weaviate. They were able to resolve the issue by commenting out the problematic property. Additionally, they faced issues querying a reference field that was converted to a UUID type, but were unable to find a solution.","Collection Reference turned into UUID, and couldn't be link",True,True,4247
dict_keys(['other']),4,False,2024-07-19 08:22:35.980000+00:00,queries,conceptual_misunderstanding,"User noban asked about using namedVectors with custom embedder in V4 syntax, which was answered by DudaNogueira providing an example code that explains how to add custom vectors to objects and query them in Weaviate.",namedVectors with custom embedder?,False,False,3101
other,5,False,2024-10-24 12:52:57.133000+00:00,others,conceptual_misunderstanding,"The user jaydcrowe1989 asked about logging null responses with information on what the user requested, and DudaNogueira apologized for missing the question, asking for clarification.",Log null responses,False,False,5864
python_client,4,False,2024-10-22 23:18:24.946000+00:00,ingestion,bug_or_limit,"The user was experiencing issues with inserting data into a Weaviate cluster using Spark due to an index not being found, despite the collection existing. A suggested solution was to try direct insertion using one of Weaviate's clients.",[Question] Issue with Data Insertion using spark in Weaviate Cluster,False,False,5848
llm_framework,4,True,2025-03-07 08:38:46.584000+00:00,integration,incorrect_configuration,"User Jixy experienced issues integrating Weaviate v4 with LangChain's WeaviateVectorStore due to a client instance mismatch, but DudaNogueira's solution using SemanticSimilarityExampleSelector worked after passing the client, index_name, and VectorStore class.",Weaviate v4 Client not working with LangChain WeaviateVectorStore & ExampleSelector?,False,False,11869
python_client,3,False,2024-08-22 04:14:44.126000+00:00,security,bug_or_limit,"Weaviate's SSL verification failure due to a corporate network or self-signed certificate issue, resolved by disabling SSL verification or replacing the CA certificate with the one issued by the corporate network.",SSL Verification failure,False,False,3428
python_client,5,False,2025-02-04 09:01:54.672000+00:00,integration,incorrect_usage,"The user encountered an AttributeError when using the jina-embeddings-v3 model due to an outdated client, suggesting updating the client may resolve the issue.",'_NamedVectors' has no attribute 'multi2vec_jinaai',True,False,10014
rest_api,5,False,2024-08-28 10:18:39.104000+00:00,deployment,bug_or_limit,"The original poster had an issue with replica synchronization in a Weaviate cluster, which was resolved with the release of version 1.26, but DudaNogueira asked if the issue was still present.",Nodes/shards objects imbalance,True,False,3798
other,4,True,2023-08-29 09:49:31.763000+00:00,deployment,performance,"The original query is about running a Weaviate service with a large dataset (5 billion 32-dimensional embeddings), and the response suggests using a multi-node setup with Docker Compose in a production environment.",Docker-compose with multi-node setup on production environment,False,False,588
python_client,4,False,2024-08-06 10:03:04.186000+00:00,queries,bug_or_limit,Passing a Python date object instead of its string representation resolves issues with filtering collections on date fields in Weaviate due to incorrect data type inference.,"Filter by date field, JS",False,False,3275
rest_api,5,False,2024-03-15 06:01:40.621000+00:00,deployment,bug_or_limit,"To establish a Weaviate cluster across multiple physical machines, ensure the nodes can communicate with each other by checking connectivity using telnet or wget, utilizing the correct hostname (service name) or IP address depending on the setup.",Docker Compose with multi node deployment issue,False,False,1720
ts_client,4,True,2025-01-16 01:12:07.822000+00:00,integration,bug_or_limit,"The user asked if it's possible to integrate a reranker model provided by AWS in the Weaviate TypeScript version. However, the current integration is not available, but a workaround was suggested.",Does weaviate support reranker model provided by aws in typescript version?,False,False,9795
rest_api,5,False,2024-11-21 10:32:21.453000+00:00,server_setup,bug_or_limit,"User experienced issues restoring Weaviate backups due to corrupted files, likely caused by maintenance operations failing; resolution involves investigating and resolving the underlying issue causing file corruption.",Error restoring backup and file corruption,False,False,7751
rest_api,4,True,2024-01-16 19:34:35.666000+00:00,deployment,incorrect_configuration,"User had trouble setting up a reverse proxy for Weaviate using Traefik, but was able to resolve the issue by updating their Docker Compose file to use the correct settings for exposing Weaviate under SSL/TLS using Traefik.",Weaviate with Traefik and gRPC,False,False,1238
other,2,True,2024-10-17 17:04:26.896000+00:00,server_setup,conceptual_misunderstanding,"A user asked about the optimal value for the GOMEMLIMIT env variable in Weaviate servers; after clarification, it was determined that the recommended range is between 90-80% of the total available memory.",GOMEMLIMIT clarification,False,False,5731
python_client,3,True,2023-10-10 08:38:31.330000+00:00,deployment,bug_or_limit,"To disable Go profiling in Embedded Weaviate, set 'GO_PROFILING_DISABLE' to true instead of 'DISABLE_GO_PROFILING', using the environment variables in the connect_to_embedded function.",Embedded Weaviate Port 6060,False,False,799
python_client,4,False,2024-08-31 09:45:32.451000+00:00,integration,incorrect_configuration,"The original issue was deploying an application on an AWS instance using Docker Compose where some services were not linking properly. DudaNogueira suggested replacing the `connect_to_local` method in the Flask app connection to Weaviate with `connect_to_custom`, providing specific host and port details.",Weaviate and t2v on an aws instance,False,False,3938
rest_api,5,True,2024-07-11 18:14:53.649000+00:00,integration,conceptual_misunderstanding,"User asks about configuring Weaviate to use a locally hosted LLM with basic authentication, and receives advice to create a custom module to achieve this.",How to use Generative Search with locally hosted LLM (within the firewall) and front-ended with REST API with basic authentication?,False,False,3021
using_the_weaviate_rest_api_directly_including_graphql_queries,4,True,2024-10-31 14:14:03.795000+00:00,integration,incorrect_configuration,The user was experiencing issues with vectorization failure due to a trailing slash in the OLLAMA_URL environment variable. This was resolved by removing the trailing slash. Additional improvements were suggested for future versions of Verba to join URL paths correctly and provide better error handling.,Vectorization failed 404 http://host.docker.internal:11434/api/embed,False,False,7363
cloud_console,3,True,2024-10-03 13:58:16.440000+00:00,deployment,bug_or_limit,"The Weaviate cloud console is no longer accessible for self-hosted servers, but users can still interact with their instances through third-party tools like Postman or Insomnia by setting up their own headers.",Cloud console not available on self hosted server anymore,False,False,4412
rest_api,5,False,2025-03-05 11:54:48.715000+00:00,deployment,bug_or_limit,"The user wants to specify the API version and Azure OpenAI model for Weaviate's text2vec_azure_openai vectorizer, but encounters issues with incorrect defaulting to 'text-embedding-3-small' model and 1536 dimensions.",Where to specify the Azure OpenAI api version / model?,False,False,10796
rest_api,5,False,2025-03-07 07:33:29.174000+00:00,deployment,bug_or_limit,"The Weaviate production instance was crashing due to an old issue, which is now resolved; however, it is still running an outdated version of Weaviate (1.24.6), and it is recommended to upgrade to v1.25.32 post-RAFT.",Crashing weaviate 24.6,True,False,11681
python_client,3,True,2024-09-09 15:49:19.417000+00:00,queries,conceptual_misunderstanding,"To enable hybrid search in Weaviate, you don't need to specify a sparse vector, instead, Weaviate creates a vectorizer internally based on the ingested data and uses it for vectorization. Recalculations occur when new data is added or updated. You can configure the vectorizer at the collection level using the vectorizer_config parameter.",Hybrid Search Implementation Without Predefined Sparse Vectors in Weaviate,False,False,4035
rest_api,3,True,2024-09-05 09:00:55.721000+00:00,deployment,bug_or_limit,"User was experiencing the 'BlockListTooLong' error while backing up data in Weaviate due to exceeding the 50,000 blocks limit. The resolution involved setting the AZURE_BLOCK_SIZE and AZURE_CONCURRENCY environment variables, which were added to the Weaviate Helm chart and documented in the Weaviate repository.","Weaviate Backup - 50,000 blocks ERROR CODE: BlockListTooLong",False,False,3982
python_client,3,True,2024-10-22 19:21:31.007000+00:00,ingestion,performance,The user asked about efficiently checking if a collection has data without loading all data at once. A potential solution was proposed by suggesting getting the number of objects in the collection before deciding whether to load all data.,Check if data exist in collection,False,False,5846
python_client,3,False,2025-02-10 09:58:46.989000+00:00,queries,performance,"User experienced a timeout error while making a hybrid search call using GRPC in Azure connected to Weaviate cloud serverless, but resolves issue by opening a support ticket due to suspected latency/network issues.",Azure FastAPI GRPC search failed to Weaviate cloud,False,False,10214
python_client,4,True,2024-08-14 17:16:15.558000+00:00,integration,data_modeling,"Weaviate can handle dynamic number of images per sku using cross-references and store them uniquely, then group the results based on sku using a groupby option.",How to store data in the weaviate vector DB,False,False,3350
rest_api,4,True,2024-11-24 01:02:26.572000+00:00,others,bug_or_limit,"The user was experiencing issues with a service being unavailable when trying to view serverless clusters, but was advised to follow Weaviate Cloud support instructions and provide specific details about the cluster.",Service unavailable,False,False,7817
rest_api,4,False,2025-02-12 18:42:59.170000+00:00,queries,conceptual_misunderstanding,The user encountered an issue while searching for integers in Weaviate due to incorrect configuration. The resolution was to use indexFilterable instead of indexSearchable for non-text fields and setting indexSearchable to True for text fields.,Help with isIndexSearchable,False,False,10287
python_client,5,False,2024-08-12 06:34:49.022000+00:00,ingestion,bug_or_limit,The user reported a bug where a collection created with an existing collection's config does not retain the original collection's properties. A pull request was submitted with a fix to use 'tokenization' instead of 'tokenizer' in export dictionary.,Client.collections.create_from_config reverts to default config,False,False,3333
python_client,4,False,2024-08-16 14:42:20.867000+00:00,ingestion,performance,"The GRPC connection fails due to DEADLINE_EXCEEDED errors while searching for nearby vectors in Weaviate, likely caused by overloading the system; possible solutions include adjusting batch sizes, reducing concurrent requests, and configuring Weaviate to use ASYNC_INDEXING.",GRCP connection failure when processing data-intensive batches,False,False,3372
llm_framework,3,False,2025-01-27 18:42:53.811000+00:00,integration,performance,"The user was looking for a more efficient way to check if multiple IDs exist in Weaviate without having to make individual HEAD requests, and was resolved by using 'upsert' with a batch operation or querying using 'contains_any' against the id property.",Checking existence of many IDs,False,False,9911
python_client,4,False,2024-11-11 07:35:44.048000+00:00,queries,conceptual_misunderstanding,"The original request was to calculate the distance between an object's location and a supplied GeoCoordinate in a query, but the resolution involved defining a new MetadataQuery named geo_distance instead of distance.",Distance in meters when using within_geo_range,True,False,7531
rest_api,3,True,2024-05-27 16:59:55.569000+00:00,queries,incorrect_usage,"User Nancy Viviana Espino had trouble accessing the 'include_vector' property during a Weaviate migration process due to an incorrect syntax and lack of defined vectorizer, but was assisted by sebawita with the correct way to access the vector result.",Need Help Accessing 'include_vector' Property in Weaviate Migration Process,False,False,2500
other,4,True,2024-03-28 19:48:39.675000+00:00,queries,bug_or_limit,"The user asked if it was possible to search across multiple tenants in Weaviate, and although it's not currently available, it is planned as part of their roadmap and there is an active feature request for this functionality.",Searching across multiple tenancies,False,False,1844
rest_api,4,True,2024-09-20 11:05:44.810000+00:00,deployment,incorrect_configuration,The user encountered an issue where Weaviate pods were stuck in a CrashLoopBackOff state due to a 'no locks available' error. Changing the NFS mount option from version 3 to 4 resolved the issue.,[Question] weaviate pod restart unavailable - no locks available,False,False,4219
rest_api,4,False,2024-11-05 15:04:14.757000+00:00,queries,bug_or_limit,User experiences inconsistent results with near vector queries due to the limit parameter. The suggested solution involves increasing the ef value in the HNSW configuration to enhance search accuracy.,Limit parameter change results of near_vector query,False,False,7458
python_client,4,False,2024-07-20 16:10:14.239000+00:00,deployment,incorrect_configuration,"The user is trying to deploy Weaviate with a Django Backend on the web, specifically on Railway services. They tried to deploy img2vec on Railway but faced issues with connectivity between Weaviate and img2vec. The suggested solutions include exposing both HTTP and gRPC endpoints in Weaviate, configuring the client accordingly, and testing the deployment on a VPS before replicating it on Railway.",How to deploy weaviate with django BE on internet - trying Railway,False,False,3109
python_client,4,True,2024-09-12 16:18:14.248000+00:00,server_setup,bug_or_limit,"To resolve the issue with the `not_equal` filter not working in Weaviate due to multi-tenancy causing problems, set the property's tokenization to FIELD so that the entire value is treated as a single token.",[Question] Bug in not_equal filter,False,False,4125
python,4,False,2024-12-02 19:57:44.680000+00:00,ingestion,conceptual_misunderstanding,"Weaviate does not directly read and store entire JSON data, requiring parsing and storage in a compatible structure like Python dictionaries. Supported data types include primitives without limitations, but complex structures may need flattening.",Can Weaviate read JSON data?,False,False,9054
python_client,3,True,2024-08-22 19:35:32.524000+00:00,queries,conceptual_misunderstanding,"The user asked how to run a Weaviate v4 query with a filter on a single program and multiple programs ('All' option), and received guidance on how to handle the 'All' option by not applying the filter when it's selected.",Running Vector Query with Filter on Weaviate v4,False,False,3435
cloud_console,3,True,2024-09-24 08:42:54.496000+00:00,deployment,bug_or_limit,"User asks about upgrading an existing WCD cluster to version 1.26.4, but the upgrade option is not available. Resolution: New clusters are automatically being deployed on version 1.26, and existing cluster upgrades are expected to become available soon; users can also contact support for assistance.",Unable to upgrade WCD db,False,False,4270
python_client,5,True,2023-07-10 05:53:47.339000+00:00,ingestion,performance,"A user experienced slow indexing performance in Weaviate due to high processing time, possibly caused by OpenAI rate limiting. They reduced the batch size and number of workers, which resolved the issue.",Indexing embeddings taking too long. What am I doing wrong?,False,False,342
docker,4,True,2025-01-07 12:41:57.665000+00:00,integration,conceptual_misunderstanding,There isn't a default GUI console for accessing Weaviate data after installing it locally via Docker. A GUI is available in the cloud environment but not for local deployments. Alternative options include integrating with Weaviate's supported model providers or using the 'Bring Your Own Vectors' feature.,Is there a GUI console to access the db data after install the weaviate?,False,False,9609
rest_api,3,False,2024-10-30 01:24:04.992000+00:00,deployment,bug_or_limit,A bug causing an 'invalid character' error when using Weaviate with SageMaker for embeddings has been identified and a fix is expected in the next release.,Setup issues with sagemaker endpoint,False,False,7285
python_client,4,True,2024-10-30 16:42:24.282000+00:00,queries,bug_or_limit,"The filter index breakage issue in Weaviate after updating/inserting new records is fixed in versions v1.27.3, v1.26.10, and v1.25.25.",Filter index breaks after updating/inserting new records,True,False,7348
python_client,4,False,2024-11-01 22:21:32.547000+00:00,server_setup,bug_or_limit,"When using Weaviate Embedded, data persists even after the client disconnects, but to avoid port conflicts, ensure to either stop the previous instance or kill the running process.","Once weaviate.connect_to_embedded , do I need to start it before insert data into collection?",False,False,7381
rest_api,3,False,2024-11-27 08:58:49.197000+00:00,integration,bug_or_limit,"User encountered an ""UnexpectedStatusCodeError"" while handling a 422 error in Weaviate due to a record already existing, and the resolution suggested opening a feature request on the Weaviate GitHub repository.",How to handle record already exists insert error,False,False,8546
rest_api,5,False,2025-01-23 15:38:54.108000+00:00,server_setup,bug_or_limit,"The issue of disk space not decreasing after vector deletion due to Weaviate's memory-optimized LSM store not releasing allocated space is acknowledged, and a future version may address this concern.",Disk usage for weaviate and tombstone cleanup,False,False,9870
python_client,3,False,2024-08-19 08:44:03.829000+00:00,deployment,conceptual_misunderstanding,"The user asked about accessing Weaviate data through a UI client in a self-hosted environment and was informed that there isn't a direct UI app, but suggested using a client such as the Python v4 client to connect and explore the data.",Weaviate Client for Self-Hosted environment,False,False,3393
other,4,True,2024-12-22 01:26:08.994000+00:00,deployment,bug_or_limit,"A Weaviate deployment was incorrectly scaled to 5 replicas across two node pools, resulting in uneven distribution. To resolve, users should consider migrating collections to a new cluster or creating a new collection with the desired number of replicas.",How do I scale in/out statefulset in weaviate,False,False,9385
other,4,False,2025-03-22 03:49:46.868000+00:00,deployment,incorrect_usage,"User wants to know how to take a backup of their Weaviate Vector DB and shut down their Cluster to avoid unnecessary payment. Solution involves setting up a backup module, backing up the DB, restoring later and restarting the Cluster.",Instructions to back-up my Vector Database and shutdown my Cluster,False,False,20182
python_client,4,False,2024-11-11 14:38:22.984000+00:00,integration,conceptual_misunderstanding,"The user requested information on where to find Weaviate dataclass references, and after some discussion, it was revealed that the documentation is available at https://weaviate-python-client.readthedocs.io/en/stable/genindex.html.",[Docs] Python Dataclasses missing,False,False,7537
python_client,4,False,2024-07-23 19:56:26.756000+00:00,integration,incorrect_configuration,"User was experiencing issues inserting data into weaviate due to a context deadline exceeding error when trying to generate vectors, but the resolution was to ensure an embedding model is loaded in LM Studio.",How to use weaviate with LM Studio?,False,False,3136
llm_framework,5,True,2025-01-23 13:28:53.136000+00:00,integration,bug_or_limit,The user had issues with the LangChain integration with Weaviate due to a `ValueError` caused by using the wrong class for the Weaviate client. Duda Nogueira provided a solution by pointing out that the user was using the old LangChain integration and suggested checking a specific notebook on the Weaviate repository.,Langchain/Weaviate,False,False,9868
rest_api,3,True,2025-02-08 08:05:02.261000+00:00,queries,bug_or_limit,"Keyword filters in Weaviate do not currently support substring phrase searching, preventing users like SomebodySysop from finding documents matching phrases like 'not working yet'. They were advised to recreate their collection with field tokenization, but this would break their existing NearText and Hybrid semantic queries.",Filters do not seem to be working as expected,False,True,10045
python_client,2,True,2024-08-13 23:00:38.771000+00:00,deployment,incorrect_configuration,"A user encountered an `invalid port` error when connecting to Weaviate Cloud from an AWS Fargate container due to an incorrect environment variable setup in AWS Secrets Manager. The resolution was to change the environment variable setting from ""Key/value"" to ""Plaintext"".",Invalid port - aws,False,False,3345
python_client,3,False,2024-10-17 12:29:08.121000+00:00,queries,conceptual_misunderstanding,"The created embeddings from Weaviate are stored without normalization, and the default distance metric used when no vector_index_config is specified is 'cosine'.",Default distance while creating collection,False,False,5707
other,3,False,2024-08-07 06:21:12.292000+00:00,deployment,conceptual_misunderstanding,"User Mariam asked about deployment models for Weaviate with replication, and DudaNogueira suggested using the official Helm chart for Kubernetes deployment.","To deploy weaviate as a cluster with replication, what deployment models do we have?",False,False,3283
python_client,3,False,2024-09-22 23:49:52.368000+00:00,integration,incorrect_configuration,"The user asks about configuring a custom OpenAI base URL for Weaviate Client, and the resolution involves setting the base URL using the `Vectorizer` or `NamedVectors` class with the required parameters such as model, deployment ID, resource name, and base URL.",How to configure corporate modified base url of openAI in weaviate client,False,False,4253
python_client,5,False,2025-01-21 20:06:47.639000+00:00,deployment,bug_or_limit,"The issue of 'skip_vectorization' not being propagated to the _PropertyVectorizerConfig when adding a property to an existing class in Weaviate, especially when the 'generative_config' is not null, seems to be resolved after upgrading to the latest Weaviate client version.",Skip Vectorization Not Applying To Added Properties When Generative Config Is Not Null,False,False,9843
python_client,4,False,2024-11-27 04:24:52.655000+00:00,ingestion,bug_or_limit,"The user is experiencing issues with Weaviate batch imports timing out due to a permanent disconnection, causing the process to stall and fail to return failed objects, despite using a 1-second timeout. A potential resolution involves setting a higher timeout threshold, allowing the connection attempts to retry before giving up.",How to handle error for Batch Import (add_object) when weaviate instance becomes unavailable,False,False,8441
rest_api,4,True,2024-11-19 07:31:47.077000+00:00,queries,conceptual_misunderstanding,"User Praveenkasani seeks assistance with Weaviate's synonym search functionality, specifically wanting to perform searches on specific fields ('question' and 'answer') while retrieving other fields of the document. Mohamed Shahin provides guidance on structuring a hybrid search query and requests the user's schema to better understand the issue.",Synonym Search example using GraphQL query,False,False,7691
rest_api,4,True,2025-02-28 13:39:02.798000+00:00,integration,conceptual_misunderstanding,"User asks about moving data from one tenant to another within the same Weaviate cluster, and receives confirmation that same UUIDs can be used across tenants without conflicts.",How to move data from one tenant to another in an easy way,False,True,10606
llm_framework,5,False,2024-09-25 12:07:02.340000+00:00,queries,bug_or_limit,"Unfortunately, filtering on nested properties is not currently supported in Weaviate, although it has been added to the backlog and may be implemented in the future.",Filtering on nested properties?,False,False,4312
python_client,3,True,2025-02-03 19:23:15.898000+00:00,queries,performance,"The user is experiencing slow performance when adding filters to a query in Weaviate, but running the same query via GraphQL directly is fast.",Search with Filter takes longer,True,False,10009
python_client,3,True,2024-11-14 13:41:07.118000+00:00,ingestion,conceptual_misunderstanding,"The creation time of an object in Weaviate remains unchanged unless the object is overwritten during a batch operation, causing the last update time to be updated.",Metadata properties,False,False,7572
other,4,True,2024-12-17 05:17:11.725000+00:00,deployment,bug_or_limit,User reported a long-running cluster preparation issue but was advised to contact support via email with their cluster ID for assistance.,Creation of cluster taking ages,False,False,9272
python_client,3,True,2024-07-10 05:43:48.786000+00:00,ingestion,performance,"A user asked about ingesting large batches of data into Weaviate and was advised to catch potential errors, potentially use dynamic batch sizes, and enable asynchronous indexing to improve performance.",Not able to ingest the batches of data,False,False,2998
rest_api,4,False,2024-09-18 21:14:21.334000+00:00,deployment,bug_or_limit,"The issue seems to be related to 'async replication' process which hangs when pods terminate. It was found that this issue occurs when 'memberlist: Initiating push/pull sync with' logs appear repeatedly during termination, while normal functioning clusters show 'Stream connection from' logs. A temporary workaround is to set 'asyncEnabled' to false and then back to true to reactivate async replication.",Whole cluster hangups on pod termination,False,False,4197
python_client,4,False,2024-07-18 13:27:17.500000+00:00,ingestion,incorrect_configuration,"User experiences 401 errors with data insertion in a Weaviate multi-tenancy environment, and after providing more information about their setup and code, they receive recommendations to fill in missing details such as server version, deployment method, and client language version.",Getting 401 error with data insertion,False,False,3091
python_client,4,True,2024-05-11 16:01:06.544000+00:00,deployment,bug_or_limit,Weaviate client installation issue on AWS Lambda resolved by creating a Lambda Layer with the correct platform-specific version of the weaviate-client library using pip install weaviate-client --platform manylinux2014_x86_64 -t . --only-binary=:all:,Deploying Weaviate Python Client to Lambda,True,False,2269
